song,artist,genre,energy,danceability,loudness,is_new_artist
i give you my word,the platters,Pop,0.3633434797963659,0.4985378533521066,0.6643335128067072,False
more,jerry vale,Pop,0.2532299307045424,0.1552041589949095,0.6006461041458349,False
summertime in venice,jerry vale,Pop,0.2141896723901687,0.1779486624065851,0.5082942337768889,False
here goes a fool,the clovers,Pop,0.1220947040588254,0.3783169067475361,0.495346511806784,False
chinna kelbyaadve nanna ppuraana,t. m. soundararajan,Pop,0.3182970278951654,0.4422181306184338,0.6168756249519267,False
remember me (the girl in the wood),frankie laine,Pop,0.1651390914310837,0.3219971840138633,0.582673127708125,False
blood beach,groovie ghoulies,Pop,0.8558513539161582,0.4530488465287555,0.7852729277235084,False
am i blue?,ricky nelson,Pop,0.4834673515329006,0.6133434420015164,0.6702304950901212,False
don't ever love me,harry belafonte,Pop,0.1391122525548345,0.4433012022094661,0.4738609850524318,False
angelique-o,harry belafonte,Pop,0.3773579314989616,0.5570237192678438,0.5896725892880035,False
true love,ricky nelson,Pop,0.0395095422399578,0.4205566987977905,0.46109273645617,False
by myself,johnny mathis,Pop,0.3973785767883841,0.0967182930791725,0.664154039432864,False
warm,johnny mathis,Pop,0.3223011569530499,0.1487057294487165,0.6285670333051303,False
panchhi banoon udti phiroon,lata mangeshkar,Pop,0.6105984491207332,0.3219971840138633,0.6998948798810347,False
miss you,billy vaughn,Pop,0.2372134144730045,0.2602621033250298,0.5030895059354408,False
one kiss,eddie cochran,Pop,0.4224043834001622,0.6588324488248675,0.58736507448145,False
i'm glad there is you,johnny mathis,Pop,0.2792567695807916,0.2266868840030326,0.5908776247980925,False
"baby, baby, baby",johnny mathis,Pop,0.3002784471346852,0.0923860067150438,0.5830833525626233,False
undying love,eddie cochran,Pop,0.4434260609540557,0.4183905556157262,0.6456682819270312,False
your true love,ricky nelson,Pop,0.5175024485249189,0.6209249431387416,0.6439248262954131,False
cu cu ru cu cu paloma,harry belafonte,Pop,0.1781525108692083,0.1790317339976172,0.580083583314104,False
cordelia brown,harry belafonte,Pop,0.3823630928213172,0.6707462363262212,0.5815450093582544,False
dear heart,andy williams,Pop,0.1831576721915639,0.1866132351348424,0.5521626541548086,False
completely sweet,eddie cochran,Pop,0.6646541914021739,0.6371710170042241,0.676947927082532,False
sittin' in the balcony,eddie cochran,Pop,0.4604436094500648,0.4996209249431388,0.5882880804040714,False
a time for us,andy williams,Pop,0.3443238667714146,0.106465937398462,0.6385919031869343,False
soft sands,the chordettes,Pop,0.1911659303073329,0.1952778078630997,0.510396636156193,False
(where do i begin) love story,andy williams,Pop,0.4534363835987669,0.2840896783277375,0.6361561931133501,False
canadian sunset,andy williams,Pop,0.3853661896147306,0.332827899924185,0.6020562520831729,False
kisses sweeter than wine,jimmie rodgers,Pop,0.3182970278951654,0.4714610635763026,0.5815706484116605,False
eddie my love,the chordettes,Pop,0.084255684461817,0.5299469294920395,0.5103197189959746,False
come home to my arms,the chordettes,Pop,0.2221979305059377,0.6382540885952561,0.5315232161628592,False
love never changes,the chordettes,Pop,0.0815528973477449,0.6512509476876421,0.5423685357536598,False
tumsa nahin dekha,mohammed rafi,Pop,0.526511738905159,0.7519766056536337,0.6768453708689075,False
i can't love you enough,lavern baker,Pop,0.4994838677644386,0.6241741579118381,0.6735635720329205,False
choopula kalasina subhavela,ghantasala,Pop,0.4564394803921803,0.5288638579010073,0.6109786426685127,False
i'm alone because i love you,eddie cochran,Pop,0.380361028292375,0.4270551283439835,0.5771863702792093,False
i've grown accustomed to her face,johnny mathis,Pop,0.3012794793991563,0.2364345283223221,0.5983642283926877,False
speak softly love,andy williams,Pop,0.2852629631676183,0.3144156828766382,0.618311411942671,False
teen age goodnight,the chordettes,Pop,0.2352113499440623,0.3154987544676703,0.5384970386893315,False
"love, love alone",harry belafonte,Pop,0.2382144467374756,0.5743528647243584,0.533035920313822,False
now i know,the keynotes,Pop,0.6206087717654445,0.4357197010722409,0.7064071994461963,False
tell me you love me,the keynotes,Pop,0.1861607689849773,0.2147730965016788,0.6939209804374021,False
still,lavern baker,Pop,0.3042825761925697,0.630672587458031,0.6364895008076301,False
i don't know,the keynotes,Pop,0.6796696753692407,0.4638795624390772,0.7359946670768914,False
suno sunaoon tumhen ek kahani,pradeep kumar,Pop,0.1911659303073329,0.7097368136033794,0.6647180986077994,False
i'll see you in my dreams,norrie paramor,Pop,0.1461194784061323,0.0707245748944005,0.4623490500730711,False
"i surrender, dear",les paul,Pop,0.2732505759939649,0.3923968374309542,0.6239007255852114,False
titulos principio,esquivel!,Pop,0.461444641714536,0.3317448283331528,0.6209265953900982,False
in the middle of nowhere,the platters,Pop,0.4974818032354964,0.6924076681468645,0.7548137322770043,False
you are too beautiful,the platters,Pop,0.2402165112664178,0.2765081771905123,0.6218496013127195,False
that's all i need,lavern baker,Pop,0.274251608258436,0.7552258204267303,0.6802810040253313,False
aagaya veedhiyil,ghantasala,Pop,0.2151907046546398,0.4173074840246941,0.4771427838884187,False
don't blame me,the platters,Pop,0.3293083828043477,0.3274125419690242,0.5770325359587724,False
between the devil and the deep blue sea,perry como,Pop,0.2302061886217067,0.6458355897324813,0.594441453221547,False
in the garden,perry como,Pop,0.0846560973676054,0.1790317339976172,0.4469656180293823,False
he's got the whole world in his hands,perry como,Pop,0.0740451553642115,0.6826600238275752,0.5098325769812577,False
birth of the blues,perry como,Pop,0.2872650276965606,0.3750676919744395,0.6389764889880265,False
where can i go?,johnny mathis,Pop,0.3132918665728098,0.1584533737680061,0.6136194651693458,False
夢斷巫山,張露,Pop,0.3833641250857883,0.4118921260695332,0.6382585954926543,False
你去了那裡,張露,Pop,0.4594425771855936,0.559189862449908,0.6571802169063917,False
mona lisa,frankie laine,Pop,0.2702474792005516,0.2050254521823892,0.6048509089044432,False
inbamae pongumae,a. m. rajah,Pop,0.3032815439280986,0.3902306942488899,0.6759223649462861,False
enna vendum,t. m. soundararajan,Pop,0.3993806413173263,0.4497996317556592,0.5671102222905929,False
cowboy jackie,maria koterbska,Pop,0.208183478803342,0.7313982454240225,0.5760326128759325,False
unchained melody,ricky nelson,Pop,0.1160885104719987,0.3154987544676703,0.5337281747557879,False
"rose, rose, i love you",frankie laine,Pop,0.3152939311017521,0.2970865374201235,0.5513165653924056,False
talk to me something,bobby darin,Pop,0.1641380591666125,0.1692840896783277,0.503474091736533,False
there goes my baby,ricky nelson,Pop,0.6756655463113562,0.598180439727066,0.6570263825859548,False
"oh, so many years",the everly brothers,Pop,0.1481215429350746,0.4010614101592116,0.5092172396995103,False
when i am with you,johnny mathis,Pop,0.478462190210545,0.2386006715043864,0.6918954952183165,False
i'll walk alone,ricky nelson,Pop,0.2121876078612264,0.4909563522148814,0.6014921929082377,False
down the line,ricky nelson,Pop,0.6686583204600582,0.5970973681360339,0.6688716252595954,False
yours,billy vaughn,Pop,0.2542309629690136,0.4996209249431388,0.5672127785042176,False
all dressed up with a broken heart,jerry vale,Pop,0.3202990924241077,0.125961226037041,0.6099530805322666,False
changing all those changes,buddy holly,Pop,0.7107016755678455,0.67507852269035,0.7057149450042304,False
no love (but your love),johnny mathis,Pop,0.4434260609540557,0.2927542510559948,0.6789734123016178,False
pretty betty,bobby darin,Pop,0.5555416745748215,0.6360879454131919,0.6314898853934312,False
well...all right,buddy holly,Pop,0.6676572881955872,0.702155312466154,0.7433530754044559,False
"wonderful, wonderful",johnny mathis,Pop,0.4173992220778066,0.1931116646810354,0.6895110632515447,False
i'm gonna love you too,buddy holly,Pop,0.5775643843931862,0.6826600238275752,0.7126631284772965,False
sleigh ride,johnny mathis,Pop,0.6646541914021739,0.5884327954077765,0.6847421993180012,False
the twelfth of never,johnny mathis,Pop,0.3343135441267033,0.1552041589949095,0.638207317385842,False
to be loved,jackie wilson,Pop,0.4364188351027578,0.1952778078630997,0.7212009332615439,False
when sunny gets blue,johnny mathis,Pop,0.2952732858123296,0.2570128885519332,0.6061841396815628,False
words of love,buddy holly,Pop,0.4534363835987669,0.611177298819452,0.65479578493962,False
poor little fool,ricky nelson,Pop,0.3323114795977611,0.5212823567637821,0.6174909622336743,False
high noon,frankie laine,Pop,0.2522288984400713,0.4378858442543053,0.4560674819885649,False
"blue days, black nights",buddy holly,Pop,0.5785654166576573,0.7606411783818912,0.7504038150911467,False
take your time,buddy holly,Pop,0.6566459332864047,0.7541427488356981,0.7796323359741557,False
winter wonderland,johnny mathis,Pop,0.534519997020928,0.2721758908263836,0.6797425839038023,False
little baby,buddy holly,Pop,0.6786686431047695,0.6978230261020254,0.7176883829449017,False
valley of tears,buddy holly,Pop,0.274251608258436,0.4790425647135276,0.6623336666410276,False
diana,frankie lymon,Pop,0.6726624495179429,0.5126177840355248,0.7306617439684127,False
long time gone,the everly brothers,Pop,0.2662433501426671,0.4584642044839164,0.576263364356588,False
roving gambler,the everly brothers,Pop,0.2542309629690136,0.397812195386115,0.4977309437735558,False
listen to me,buddy holly,Pop,0.3823630928213172,0.5646052204050688,0.6990231520652257,False
you are my one desire,buddy holly,Pop,0.3323114795977611,0.5646052204050688,0.6329513114375817,False
love me,buddy holly,Pop,0.7076985787744322,0.5061193544893319,0.7463784837063815,False
love letters,perry como,Pop,0.119091607265412,0.3490739737896675,0.453144629900264,False
drifting away from you,the drifters,Pop,0.4484312222764113,0.5483591465395863,0.68694715791093,False
moonlight bay,the drifters,Pop,0.5655519972195326,0.6003465829091303,0.656359767197395,False
i'll take you home again kathleen,the platters,Pop,0.2141896723901687,0.287338893100834,0.5579058021177857,False
my serenade,the platters,Pop,0.3182970278951654,0.2862558215098018,0.6364382227008178,False
sleepy time gal,the platters,Pop,0.2922701890189162,0.3696523340192786,0.6551034535804938,False
try a little tenderness,the platters,Pop,0.2972753503412718,0.3674861908372144,0.6572827731200164,False
"god rest ye merry, gentlemen",mantovani,Pop,0.1391122525548345,0.1497888010397487,0.4241468604979103,False
all of me,jerry vale,Pop,0.4254074801935755,0.1270442976280732,0.678665743660744,False
that old feeling,the platters,Pop,0.274251608258436,0.4725441351673346,0.5228828551649872,False
for the first time,the platters,Pop,0.2862639954320895,0.4183905556157262,0.5635720329205445,False
believe what you say,ricky nelson,Pop,0.8518472248582737,0.6469186613235136,0.7486859985129348,False
my bucket's got a hole in it,ricky nelson,Pop,0.8228172891886113,0.4703779919852703,0.745942619798477,False
jealousy (jalousie),frankie laine,Pop,0.2101855433322842,0.5050362828982996,0.4928082455195753,False
it's raining outside,the platters,Pop,0.2802578018452628,0.119462796490848,0.5272927723508447,False
good night irene,jerry lee lewis,Pop,0.3443238667714146,0.4562980613018521,0.5810578673435376,False
blue christmas,johnny mathis,Pop,0.3192980601596366,0.1638687317231669,0.6425403174114812,False
whispering wind,the platters,Pop,0.217192769183582,0.2721758908263836,0.5484193523575109,False
as long as i live,jackie wilson,Pop,0.3022805116636274,0.2515975305967725,0.6905879034946029,False
right now!,jackie wilson,Pop,0.6346232234680402,0.6436694465504169,0.708253211291439,False
granada,frankie laine,Pop,0.2972753503412718,0.2050254521823892,0.5588288080404071,False
your cheatin' heart,frankie laine,Pop,0.2262020595638222,0.2786743203725766,0.4876804348383457,False
but not like you,the platters,Pop,0.2181938014480532,0.1660348749052312,0.5282670563802784,False
danny boy,jackie wilson,Pop,0.2141896723901687,0.5212823567637821,0.6284388380380996,False
that's my desire,frankie laine,Pop,0.2302061886217067,0.2732589624174158,0.5326513345127297,False
don't leave me,ricky nelson,Pop,0.8608565152385138,0.7541427488356981,0.6946388739327743,False
"promises, promises",jerry vale,Pop,0.6276159976167424,0.3599046896999892,0.7154321462451606,False
moonglow,jerry vale,Pop,0.1701442527534393,0.2364345283223221,0.5715457785298566,False
i belong to you,neil sedaka,Pop,0.5375230938143414,0.6209249431387416,0.7584031997538649,False
crying my heart out for you,neil sedaka,Pop,0.6115994813852044,0.4747102783493989,0.7698125785196009,False
moon of gold,neil sedaka,Pop,0.5155003839959766,0.5364453590382325,0.7221495782375714,False
i waited too long,neil sedaka,Pop,0.4794632224750161,0.2266868840030326,0.7775555726482577,False
forty winks away,neil sedaka,Pop,0.4834673515329006,0.3685692624282465,0.7811706791785247,False
no vacancy,neil sedaka,Pop,0.8178121278662557,0.6144265135925485,0.8189626438991872,False
blood from a stone,ricky nelson,Pop,0.8388338054201492,0.5819343658615834,0.648411660641489,False
going home to mary lou,neil sedaka,Pop,0.8518472248582737,0.6729123795082855,0.7654795784939619,False
i'm walkin',cliff richard & the shadows,Pop,0.5545406423103503,0.6859092386006715,0.688023998153988,False
i've got you under my skin,shirley bassey,Pop,0.3142928988372809,0.3165818260587025,0.7215086019024177,False
walk with me,neil sedaka,Pop,0.4364188351027578,0.4996209249431388,0.7170474066097479,False
as long as i live,neil sedaka,Pop,0.5475334164590526,0.5126177840355248,0.7580955311129912,False
the same old fool,neil sedaka,Pop,0.2752526405229072,0.4887902090328171,0.6607440453298463,False
love is all,jackie wilson,Pop,0.3062846407215119,0.5158669988086212,0.6422839268774196,False
shiva shankari shivananda,ghantasala,Pop,0.7187099336836145,0.313332611285606,0.711688844447863,False
i wish your picture was you,lloyd price,Pop,0.5305158679630435,0.4682118488032059,0.6892033946106709,False
stairway to the sea (scalinatella),johnny mathis,Pop,0.5004849000289098,0.2256038124120004,0.6995359331333486,False
embraceable you,johnny mathis,Pop,0.1361091557614211,0.1833640203617459,0.4809117247391226,False
let's love,johnny mathis,Pop,0.5465323841945815,0.3079172533304452,0.6260800451247339,False
oceano,tony dallara,Pop,0.3213001246885788,0.2678436044622549,0.6185165243699202,False
منك بخاف,rania,Pop,0.6916820625428941,0.6631647351889961,0.652385713919442,False
let it snow! let it snow! let it snow!,ira ironstrings,Pop,0.4053868349041531,0.3739846203834074,0.5168320385611362,False
back in your own back yard,brenda lee,Pop,0.3172959956306943,0.6534170908697066,0.6714611696536164,False
you better go now,johnny mathis,Pop,0.3182970278951654,0.1595364453590382,0.5976976130041278,False
i'm just a boy in love,johnny mathis,Pop,0.1501236074640168,0.2970865374201235,0.4676563341281439,False
secret love,johnny mathis,Pop,0.3783589637634327,0.08047221921369,0.6159269799758993,False
where are you?,johnny mathis,Pop,0.3533331571516547,0.1725333044514242,0.6412070866343613,False
faithfully,johnny mathis,Pop,0.3743548347055483,0.0750568612585292,0.623823808424993,False
have yourself a merry little christmas,connie francis,Pop,0.1100823168851719,0.1801148055886494,0.4981924467348665,False
i'll be home for christmas,connie francis,Pop,0.1170895427364698,0.2418498862774829,0.5428556777683766,False
"touch me, lord jesus",lavern baker,Pop,0.2652423178781959,0.4898732806238492,0.5123452042150602,False
happiness,jackie wilson,Pop,0.7847780631387086,0.5050362828982996,0.7369945901597312,False
"only you, only me",jackie wilson,Pop,0.4804642547394872,0.1281273692191054,0.7105607260979924,False
it's all a part of love,jackie wilson,Pop,0.3623424475318949,0.4866240658507528,0.7581211701663975,False
superman,the brothers four,Pop,0.4163981898133355,0.5841005090436479,0.5498551393482553,False
angelique-o,the brothers four,Pop,0.3122908343083387,0.5050362828982996,0.502935671615004,False
the damsel's lament (i never will marry),the brothers four,Pop,0.2582350920268981,0.5093685692624284,0.5166525651872933,False
i'll be easy to find,johnny mathis,Pop,0.3172959956306943,0.1508718726307809,0.6364125836474117,False
prisoner of love,the platters,Pop,0.2292051563572355,0.1606195169500704,0.5973130272030356,False
if i didn't care,the platters,Pop,0.2772547050518493,0.4346366294812087,0.6168499858985206,False
as time goes by,the flamingos,Pop,0.1971721238941596,0.1855301635438103,0.5094223521267593,False
when i fall in love,johnny mathis,Pop,0.1461194784061323,0.2960034658290914,0.4734763992513395,False
i'll never smile again,the platters,Pop,0.176150446340266,0.132459655583234,0.5632130861728584,False
mama,connie francis,Pop,0.208183478803342,0.2266868840030326,0.6265415480860446,False
rockin' all night,ritchie valens,Pop,0.7477398693532771,0.5266977147189429,0.6988180396379765,False
i got the blues,dion & the belmonts,Pop,0.6276159976167424,0.5223654283548144,0.7913237443273594,False
through a long and sleepless night,bobby darin,Pop,0.066437310154231,0.2147730965016788,0.2730815578288849,False
sweeter than you,ricky nelson,Pop,0.1621359946376703,0.3555724033358605,0.5212932338538061,False
no one knows,dion & the belmonts,Pop,0.3162949633662232,0.3707354056103108,0.6938440632771837,False
non dimenticar,connie francis,Pop,0.1361091557614211,0.2721758908263836,0.5843909442863369,False
turn! turn! turn! (to everything there is a season),the byrds,Pop,0.746738837088806,0.4378858442543053,0.6542317257646847,False
mrs. robinson,simon & garfunkel,Pop,0.4264085124580466,0.5862666522257122,0.5318821629105452,False
yellow bird,the brothers four,Pop,0.2582350920268981,0.3544893317448284,0.497936056200805,False
stay beside me,ritchie valens,Pop,0.192166962571804,0.4584642044839164,0.5144219675409583,False
just you,dion & the belmonts,Pop,0.4013827058462686,0.4097259828874689,0.6937671461169653,False
you mean everything to me,neil sedaka,Pop,0.42941160925146,0.3382432578793458,0.7142014716816655,False
i'm walkin',fats domino,Pop,0.8908874831726475,0.6371710170042241,0.7062790041791657,False
lonely teardrops,jackie wilson,Pop,0.478462190210545,0.500703996534171,0.6861779863087454,False
oh! carol,neil sedaka,Pop,0.7347264499151526,0.7216506011047331,0.8312950285875444,False
lonesome town,ricky nelson,Pop,0.184158704456035,0.4844579226686885,0.5920826603081814,False
blueberry hill,fats domino,Pop,0.4994838677644386,0.4627964908480451,0.6654616311565776,False
ain't that a shame,fats domino,Pop,0.5014859322933809,0.4595472760749486,0.6944850396123374,False
smoke gets in your eyes,the platters,Pop,0.2952732858123296,0.1530380158128452,0.6282080865574442,False
a teenager in love,dion & the belmonts,Pop,0.3773579314989616,0.5342792158561682,0.6803066430787374,False
we belong together,ritchie valens,Pop,0.2472237371177157,0.6739954510993178,0.5627003051047355,False
winter wonderland,connie francis,Pop,0.2201958659769954,0.4790425647135276,0.6138758557034074,False
paddiwack song,ritchie valens,Pop,0.9149122575199544,0.5180331419906856,0.718611388867523,False
boulevard of broken dreams,esquivel!,Pop,0.6065943200628487,0.7628073215639554,0.7043817142271107,False
it's late,ricky nelson,Pop,0.7897832244610642,0.598180439727066,0.7060226136451042,False
i'll remember april,bobby darin,Pop,0.3363156086556456,0.4032275533412759,0.5703151039663614,False
my darling is gone,ritchie valens,Pop,0.0626333875492407,0.287338893100834,0.5552649796169524,False
"music, maestro, please!",the flamingos,Pop,0.323302189217521,0.2407668146864507,0.6039279029818219,False
that's my desire,dion & the belmonts,Pop,0.3903713509370862,0.3826491931116647,0.7652488270133067,False
fool fool fool,the clovers,Pop,0.0825539296122161,0.4952886385790102,0.5385995949029561,False
all about you,the clovers,Pop,0.4854694160618428,0.8256254738438212,0.6276183883291029,False
